Execução,Tempo de Execução (s),Uso de Memória (MB),x2,y2,x3,y3,x4,y4,x5,y5,x6,y6
1,0.011010408401489258,17.98828125,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
2,0.0007369518280029297,17.98828125,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
3,0.0007529258728027344,17.98828125,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
4,0.0009744167327880859,17.98828125,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
5,0.0007483959197998047,17.98828125,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
6,0.0007054805755615234,17.9921875,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
7,0.0007338523864746094,17.9921875,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
8,0.0007190704345703125,17.9921875,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
9,0.0007011890411376953,17.9921875,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
10,0.0007042884826660156,17.9921875,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
11,0.0007026195526123047,17.9921875,199.8376220413259,69.4362401226912,200.5760360500972,199.43749252557976,100.57423517854436,199.99972653939773,300.2848526771127,148.88524254385553,50.298622014581994,150.29292897591193
